,ae264e3637204a6fb9bb56bc8210ddfd,4d5c57ea9a6940dd891ad53e9dbe8da0,3f207df678b143eea3cee63160fa8bed,9b98b8c7a33c4b65b9aebfe6a799e6d9,0b1e1539f2cc45b7b9fa7c272da2e1d7,2298d6c36e964ae4a3e7e9706d1fb8c2,fafdcd668e3743c1bb461111dcafc2a4,5a8bc65990b245e5a138643cd4eb9837,f19421c1d4aa40978ebb69ca19b0e20d,2906b810c7d4411798c6938adc9daaa5,trans_total,avg_trans,trans_offer_ratio,age,became_member_on,gender,income,member_since_year,member_for_days
126e7904f9114eff8bead85a217ffb85,0.0,,,0.0,,0.0,0.0,,,,8.6,2.8676666666666666,0.001,56.0,2018-03-22,M,32000.0,2018,188.0
ca715b3f17e24692b18f3cd90b9bf232,,,,1.0,,,1.0,,,,1118.78,111.879,0.03882691860776918,59.0,2015-10-14,M,86000.0,2015,1078.0
3347e14dfe1f4526b14f3f849b2fc669,,0.0,,,,,0.0,,0.0,,134.82,26.965,0.001,60.0,2018-05-27,M,92000.0,2018,122.0
b16af11771c84527b9f6ba177f33b661,,,,,,,,,,1.0,135.84,22.641000000000002,0.15640341578327444,58.0,2016-09-06,F,77000.0,2016,750.0
99d0d659823e4fe5a2b9837140fbcc64,1.0,,,,,,1.0,1.0,,,117.34000000000002,7.823666666666668,0.34402028293846937,64.0,2017-10-12,F,33000.0,2017,349.0
a4e7d9d612f747b997fb9c174a1c5b45,,,,,,,,1.0,,,42.629999999999995,5.32975,0.001,56.0,2015-07-20,M,49000.0,2015,1164.0
8cff87ebddf24e459b4f0ddda4b56383,0.0,,,0.0,,0.0,,,,0.0,0.0,,,77.0,2013-11-23,M,73000.0,2013,1768.0
1c686db7faf7458d918652c13d38d09f,1.0,,,,,,1.0,,,,230.54000000000002,12.80877777777778,0.16144937971718573,58.0,2017-04-23,M,39000.0,2017,521.0
b463e46aa28748849542d6f24d775240,1.0,1.0,,,,1.0,,,,,98.91,19.783,0.492760186027702,69.0,2016-11-15,F,74000.0,2016,680.0
980053d5b9174be1bcc5c78a3b91d388,,,,,,,1.0,,,,186.8,26.686714285714288,0.166203426124197,62.0,2016-11-29,M,92000.0,2016,666.0
03257d4fcb6641aebaa46d5605d205ca,,,1.0,,,,1.0,1.0,1.0,1.0,207.63000000000002,17.303500000000003,0.35383918508886,79.0,2017-03-08,M,71000.0,2017,567.0
533435d3beb342c69c8d6a00947b7a4a,0.0,0.0,,,,,,1.0,,,103.15,7.368857142857143,0.001,53.0,2017-08-18,F,31000.0,2017,404.0
162e7d9c644b438ea4606e337df0d3d1,,,,,,1.0,1.0,,,1.0,110.19999999999999,15.743857142857141,0.5763176043557169,64.0,2016-04-19,M,60000.0,2016,890.0
3325f77da8814ce3b51cfdaded50c1c2,1.0,,,,1.0,,1.0,,,,179.08,16.281000000000002,0.43935157471521097,49.0,2017-06-10,F,52000.0,2017,473.0
8655e66b9a2646578304712399483158,,1.0,,,,0.0,0.0,,,,114.78,22.957,0.9380099320439101,22.0,2017-11-14,M,54000.0,2017,316.0
88bea58132ac473792740d342db3d460,,,,,,1.0,,,1.0,,170.1,12.151,0.15044150499706058,79.0,2016-11-17,M,42000.0,2016,678.0
fb1cc1b009db4a6caf274f2a02571ca2,,,,,,,,1.0,1.0,,124.6,13.845444444444443,0.10340770465489567,38.0,2017-08-09,F,60000.0,2017,413.0
cf7ca63f868f4ca2b8c0114081382ec2,,0.0,,,,,0.0,0.0,,0.0,0.0,,,64.0,2018-06-07,F,88000.0,2018,111.0
ac45ea89ce2a4cbbac7ec267c9226482,,,,,,1.0,1.0,,,,190.98999999999998,17.36372727272727,0.23645735378815647,81.0,2016-04-17,F,71000.0,2016,892.0
7718d57d46044f1d911d6bd4f73dc533,,,,,,,,,0.0,,10.92,2.731,0.001,47.0,2013-11-11,F,40000.0,2013,1780.0
0969a11464224731b03c60f287c192e1,,,,,,0.0,0.0,,,,9.22,2.306,0.001,20.0,2017-11-20,M,40000.0,2017,310.0
07df8065f7894333b51f57c1999dfb6c,,1.0,,,,,,,,1.0,208.04000000000002,16.004076923076926,0.22119803883868486,83.0,2017-03-05,F,69000.0,2017,570.0
193fb0f3de9144b6b195d7164de6325a,0.0,,,,,1.0,,,0.0,,50.949999999999996,3.6402857142857137,0.38431697742885185,56.0,2014-04-07,M,57000.0,2014,1633.0
b7c51ac14faa45d1b8a0756d4216dede,,,,,,0.0,,1.0,,,17.97,1.7979999999999998,0.001,37.0,2014-12-07,M,46000.0,2014,1389.0
cf22868e36e748c9ae5a1d8dfea9f249,,,0.5,,,,,0.5,,,135.94,22.657666666666668,0.001,44.0,2018-06-10,F,71000.0,2018,108.0
d034e28ea9f846e497eac1f24eee7fe0,,0.0,,,,0.0,,1.0,,,26.88,3.3609999999999998,0.001,22.0,2017-08-28,F,51000.0,2017,394.0
e4a3ed93b6a54f5cb3b50da3435e0ae1,0.0,0.0,,,,0.0,0.0,,,,23.35,2.91975,0.001,51.0,2017-08-10,M,53000.0,2017,412.0
d4a1f79859224f558228bda4029c4816,,,,,,0.0,1.0,1.0,,,28.86,4.123857142857143,0.46531046431046424,42.0,2018-05-19,M,33000.0,2018,130.0
fc543a5400c742f39aff9b7d654227e4,,,,,,0.0,0.0,,0.0,,1.1600000000000001,0.5810000000000001,0.001,48.0,2018-06-29,M,39000.0,2018,89.0
4d87aabb26bd45a9acdaec688cac7e20,,1.0,,,,1.0,,1.0,,,84.69,10.58725,0.36739508796788284,78.0,2018-01-21,M,44000.0,2018,248.0
1b52491afe674078990ce237da344fb2,,1.0,,,1.0,,,,,1.0,138.66,17.3335,0.5414586758978797,67.0,2015-12-24,M,69000.0,2015,1007.0
554e8f98231e467e9c8809de0d6de40e,,0.0,,,,,1.0,,,,18.21,3.036,0.6753547501372872,33.0,2018-05-30,M,54000.0,2018,119.0
c0c8f1fffc2c45eea58917732aba3b99,1.0,,,,,,,1.0,,,103.34,12.9185,0.1487646603444939,83.0,2017-08-07,F,58000.0,2017,415.0
c0f0c69764b549f6b8a2db666dc7c16a,0.0,,,,,,1.0,,0.0,,92.37,11.54725,0.1540800043304103,74.0,2018-07-15,M,61000.0,2018,73.0
1edf0aed2dcf4efc93a419a7535d5744,0.0,0.5,,,,,,,1.0,,97.85,4.448727272727273,0.20314614205416456,34.0,2014-06-18,M,72000.0,2014,1561.0
4dcdeff447114aec9536721085d3aefb,1.0,1.0,,,,,1.0,,,,109.56,15.65242857142857,0.4572796641109894,57.0,2015-08-10,F,72000.0,2015,1143.0
226260d7327d484abff1d8668fe4be65,0.0,0.0,,,,,,,,,25.109999999999996,2.283727272727272,0.001,29.0,2014-05-29,F,39000.0,2014,1581.0
18a9f2cef2ef4de6a6157041cc492e43,,,1.0,,,,1.0,,,,80.17,16.035,0.2724232256455033,68.0,2018-03-09,M,52000.0,2018,201.0
f9666b682c0349e5a833c1088894ae75,,,,,,,,0.0,0.0,,95.03999999999999,19.009,0.001,21.0,2016-11-01,F,31000.0,2016,694.0
b90505ef4a754b139d54db583ee424ac,,,,,,,,1.0,0.0,,0.15,0.151,0.001,20.0,2018-03-08,M,33000.0,2018,202.0
0e389daa5f5b428489ddabfdc0eb9f7b,,1.0,,1.0,,,,,,,80.93,26.97766666666667,1.001,62.0,2017-11-08,F,74000.0,2017,322.0
79c36656b086480fbd7b0fa43a18e762,0.0,,,,,,0.0,0.0,,,8.96,2.241,0.001,31.0,2017-09-15,M,60000.0,2017,376.0
508b330b7044450994026448138b0020,,,,0.0,,,0.0,,,,28.31,14.155999999999999,0.001,46.0,2017-11-17,M,75000.0,2017,313.0
605799ea4d6541a2894e39e9498cdaa6,1.0,,,,,,,1.0,1.0,,119.55999999999999,17.081,0.31799565071930413,70.0,2016-10-31,F,67000.0,2016,695.0
f433cff29e324685ae74dd8488ee34bd,,,1.0,1.0,,,1.0,,,,212.91000000000003,13.307875000000001,0.18798041425954629,54.0,2016-05-25,F,53000.0,2016,854.0
09f9c7a696c340cf988d9a38c8a495e2,1.0,,,,,,,,1.0,,120.13,20.022666666666666,0.3068353450428702,53.0,2017-06-03,M,83000.0,2017,480.0
6103ebe6617f40c19295e9f2c88868d6,,,,0.0,,,,,1.0,,43.760000000000005,21.881000000000004,0.5350493601462523,67.0,2018-06-13,F,102000.0,2018,105.0
da9557652a704bb59cbc84cbf2b7f7d8,0.0,,,,,,,,0.0,,8.82,4.4110000000000005,0.001,30.0,2018-06-21,M,53000.0,2018,97.0
94b6a06fdbb1496193b6402ae2f31509,,1.0,,,,,1.0,0.5,,,90.82,22.706,0.45981964325038543,76.0,2017-07-21,F,109000.0,2017,432.0
56630668a08842a38f32bf4f7bfa4125,,1.0,,1.0,,,,,,1.0,177.99,19.77766666666667,0.4347884150794989,57.0,2016-10-04,F,89000.0,2016,722.0
ed53076edc1d445cabf99d3d0b37a6a9,,,,,,,1.0,,,,41.129999999999995,2.5716249999999996,0.5657945538536348,36.0,2015-03-05,M,37000.0,2015,1301.0
b41fa23db9b44eacaaf75ea0546ff38d,0.0,,,,,,0.0,,,,18.0,3.001,0.001,42.0,2018-01-07,M,50000.0,2018,262.0
762f6c4f07154cca81e7fca143f3d2de,0.0,,,,,,,0.0,1.0,,29.4,29.401,1.001,54.0,2016-03-31,M,95000.0,2016,909.0
b4f2fa2ea0674f53916963aecf291dfb,,0.5,,,,,,,0.0,,49.459999999999994,2.604157894736842,0.21410149615851193,19.0,2015-01-15,M,34000.0,2015,1350.0
28bbebb2b76f4057b1115dd80441e37a,,,1.0,,,,1.0,,1.0,,190.61,27.231,0.2835664970358323,100.0,2017-09-05,F,118000.0,2017,386.0
147be99d763240b4b7cbe0e024693807,1.0,,,,,,1.0,,,,153.87,30.775000000000002,0.4405918632611945,59.0,2016-02-11,F,111000.0,2016,958.0
04cb9d0033f142efa2a367f4ef273460,,1.0,,,,1.0,,0.0,,1.0,57.68,14.421,0.8326574202496533,72.0,2018-06-09,M,53000.0,2018,109.0
9e116eeee25949e7b1a3f91227db7422,,,,,,,1.0,,1.0,,143.54,17.9435,0.35588365612372863,38.0,2017-08-06,F,63000.0,2017,416.0
54dd0ebf9ac74e7b876341509876e06a,0.0,,,0.0,,,,,0.0,0.0,9.51,1.5859999999999999,0.001,20.0,2017-12-05,F,39000.0,2017,295.0
6fa9ef8890bc467699ce92f2679a4178,,,,,,1.0,,,1.0,,146.97,20.996714285714287,0.2535685514050487,42.0,2016-07-29,M,78000.0,2016,789.0
a3a171e988154356bdd208248d36b91e,,,1.0,,,1.0,,,,,131.99,13.200000000000001,0.13229782559284792,51.0,2017-11-23,M,66000.0,2017,307.0
1bead1cdfe3c4be1a0840deceb396be6,0.0,0.0,,,,,,1.0,1.0,,24.88,3.555285714285714,0.42905466237942125,70.0,2017-07-31,M,35000.0,2017,422.0
8ebaac00906443a790b0afd653489897,,,1.0,,,,1.0,,,,138.35,10.643307692307692,0.07624394651246838,38.0,2015-12-13,M,56000.0,2015,1018.0
727a658b33b34d39ab14fc30bcd9eed9,0.0,0.0,,,0.0,,0.0,,,0.0,0.0,,,85.0,2017-07-27,M,95000.0,2017,426.0
f9fdeb1f7d384fc181891e3c0bc46be0,1.0,,,1.0,,1.0,,,1.0,,300.64000000000004,23.12715384615385,0.26350665247472055,53.0,2015-11-16,M,92000.0,2015,1045.0
9231358f6bcb4e2cbc83658d4153f932,0.0,,,,,,1.0,1.0,,,64.24,3.779823529411764,0.04349688667496887,51.0,2015-03-30,M,61000.0,2015,1276.0
5993d49a03d84413af60e41de67b134c,,,,,,1.0,1.0,,,,33.16,4.738142857142857,0.711193003618818,26.0,2017-08-22,M,63000.0,2017,400.0
b085f625dfab4a6e860e32fadb64bd68,,,0.5,,,0.0,,,1.0,,58.31,19.43766666666667,0.42854244554964843,40.0,2018-07-06,M,70000.0,2018,82.0
e88f50ba90a44deaa3df2b72b0a3e1f7,,,,1.0,,1.0,1.0,,,,81.31,3.388916666666667,0.4384615668429466,75.0,2013-12-15,M,50000.0,2013,1746.0
d71e2c089c114db7bc7cebf9cd4f20e2,,0.0,,,,1.0,,,,,193.24,24.156000000000002,0.1525214241357897,40.0,2013-12-29,M,99000.0,2013,1732.0
e6697e5f58354ce891d5a6852c33d459,1.0,,,,,1.0,,1.0,1.0,,158.58,8.811,0.1801524782444192,81.0,2015-08-10,F,33000.0,2015,1143.0
35f39fb3476249988ddc964f24e41edc,,0.0,,,,,0.0,,,,4.64,2.3209999999999997,0.001,78.0,2017-09-21,M,42000.0,2017,370.0
71f3c9ba5cc14787b931f16542e07733,,,1.0,0.0,1.0,,,1.0,,,242.64,26.961,0.15068677876689748,53.0,2016-07-04,M,100000.0,2016,814.0
709a73a7b8e941c097c51211da03ee8d,1.0,,,,1.0,1.0,,,1.0,,254.57,21.21516666666667,0.3152946930117453,49.0,2016-01-01,M,79000.0,2016,999.0
b97fba3eb0c0486aa2805797833c4c2b,,1.0,,,,,1.0,,,,87.21000000000002,6.230285714285716,0.37813564958146995,58.0,2017-09-29,M,31000.0,2017,362.0
b75e7be20e764e0096eb5204b4490169,,0.5,,1.0,,,,0.0,,,73.49,24.497666666666667,0.674424955776296,59.0,2017-08-27,M,73000.0,2017,395.0
23e86a023f81441db473f5dfb47a8d7e,,,,,,0.0,,,0.0,0.0,22.86,22.861,0.001,58.0,2017-10-23,F,95000.0,2017,338.0
846e2a96fe3249c4903cf333a15b08e5,1.0,,,,,1.0,1.0,1.0,,,193.26,21.474333333333334,0.5341677532857291,36.0,2016-08-29,F,77000.0,2016,758.0
a1cf230d997a4037b723673d19f00bac,,,,,,,,,,0.0,4.47,2.2359999999999998,0.001,66.0,2018-07-16,M,56000.0,2018,72.0
2d422052c9634638b4ef7505801a0168,,,1.0,,,,,,0.0,,114.16,28.541,0.001,71.0,2017-01-17,M,84000.0,2017,617.0
5f2847f9dfa74266a305b1b32f3943de,1.0,,,,,1.0,,,1.0,,243.47000000000003,14.322764705882355,0.25626758943607014,83.0,2017-03-01,M,52000.0,2017,574.0
5ffdab087e674149a89324a732b4f993,0.0,,,,,,,1.0,1.0,,32.53,2.034125,0.2672158007992622,52.0,2013-07-30,M,65000.0,2013,1884.0
ca24acb9033e47ab9eed2814676d37f2,1.0,,,,,,0.0,,1.0,,140.46,23.411,0.39456400398690017,61.0,2017-11-03,F,109000.0,2017,327.0
95b965bbb20a48138902e0852a99a8a4,,1.0,,,,,,,0.0,,43.56,4.841,0.3129834710743801,49.0,2014-08-02,M,74000.0,2014,1516.0
b4c29d77c6d045698bf125545d1520f8,,1.0,,,,,,0.0,,,52.24,26.121000000000002,1.001,70.0,2016-07-04,F,87000.0,2016,814.0
3b1a315cf9514f15af2822e15e6a7964,1.0,,1.0,,,,,,,,49.870000000000005,24.936000000000003,0.5233581311409665,53.0,2017-12-10,F,104000.0,2017,290.0
4fda0bf111d142f596acc1b73bd0dc8d,,1.0,,,,,,1.0,,,132.64999999999998,16.58225,0.10917941952506598,59.0,2016-08-13,F,73000.0,2016,774.0
427b6f492f62468cb53ad6c040002b88,,1.0,,,,,,,1.0,,192.25000000000003,16.021833333333337,0.17093498049414824,21.0,2017-01-25,F,63000.0,2017,609.0
2fef3d75176e4b42b57a201a46950aba,,1.0,,,,,,,1.0,,196.14,21.794333333333334,0.20228479657387582,53.0,2017-05-28,F,87000.0,2017,486.0
918a8c25939b446b8d906e335724c31d,,,,,,,,,1.0,,142.39000000000001,12.945545454545455,0.04685996207598848,32.0,2016-07-26,M,45000.0,2016,792.0
63de418bea27420ab6485d524cb3464b,,0.0,,0.0,,1.0,,,0.0,,10.14,2.536,0.8501124260355029,63.0,2018-01-20,F,51000.0,2018,249.0
b284e507f8b5453ba2aa40afb7ad565f,,,,1.0,,1.0,1.0,,,,402.51000000000005,18.296909090909093,0.17207649499391317,75.0,2015-11-17,F,72000.0,2015,1044.0
a328e374eac243e0920859ed15243991,,0.0,,,,0.0,,,,,15.3,3.061,0.001,56.0,2018-04-12,M,52000.0,2018,167.0
33785f9c9aa74a629b20b21a524a2984,0.0,,,,,0.0,,,,,31.16,2.2267142857142854,0.001,49.0,2015-08-09,M,45000.0,2015,1144.0
b154f8f9417f40c886244e2847c32f72,,1.0,1.0,,,,,0.0,,,653.44,108.90766666666669,0.8032159647404505,42.0,2015-06-25,M,93000.0,2015,1189.0
6b5233bd6a1144daabc42ce226f5443d,,1.0,,,,1.0,,,,1.0,124.43,20.739333333333335,0.33918211042353125,55.0,2017-02-12,M,71000.0,2017,591.0
9f3d1ae4c6f14070a3ef5d0ef1c9d966,,0.5,,1.0,,,1.0,,,1.0,118.26999999999998,11.827999999999998,0.4868374904878668,44.0,2015-11-04,M,55000.0,2015,1057.0
f834293629c2432c9c650fbc4ca7cd0a,,1.0,,,,,1.0,,1.0,,110.52,12.280999999999999,0.3315284111473037,70.0,2015-12-10,M,60000.0,2015,1021.0
c78fd6429c624b73aeb2a269d9c15f0a,,,,,,1.0,0.0,,,,18.270000000000003,3.0460000000000003,0.4914214559386973,62.0,2018-04-03,M,31000.0,2018,176.0
593c3cd7ab1e4a10a6f9279544da7df3,1.0,,,,1.0,,,,,,220.45,24.495444444444445,0.48791313222953053,96.0,2016-04-12,M,82000.0,2016,897.0
5ec47474a7244d7c8be5d44e99c39c35,,0.0,,,,0.6666666666666666,,,,,89.25,29.751,0.6588151260504201,65.0,2017-09-10,M,116000.0,2017,381.0
48a05a4f4ac5402fa3d1ec33ae052db4,,,0.0,1.0,,,1.0,,,,133.29,22.216,0.24783021982144202,51.0,2016-11-29,F,85000.0,2016,666.0
586b6d599e654e369c3d4690f0f3fc30,,1.0,,1.0,1.0,,,1.0,,,365.42999999999995,18.272499999999997,0.1784348028350163,44.0,2017-10-06,F,63000.0,2017,355.0
3ecd6653a2d145a4b2bc3b35e8aece7a,1.0,0.0,,,,,,,,,89.71000000000001,5.981666666666667,0.11547999108237653,39.0,2015-12-25,F,31000.0,2015,1006.0
c18f1cdfae78482aa7d67712d423c83e,,1.0,,,,,,1.0,,,113.5,8.73176923076923,0.31174889867841404,40.0,2016-06-28,F,41000.0,2016,820.0
16cb0a8fbc52448db414cf3fce1cd082,,1.0,1.0,,,1.0,1.0,,,,145.36,16.152111111111115,0.3036279581728123,33.0,2018-07-23,F,64000.0,2018,65.0
7b249c93b5194a65911b9851729caa4b,,,,,,,,,,,121.66,17.381,0.001,76.0,2016-06-04,F,64000.0,2016,844.0
a1b42659653a462ba62fed071e1f4284,,,,,,0.0,0.0,,,,15.59,3.8985,0.001,26.0,2018-06-22,M,62000.0,2018,96.0
d80211f9f5ff46408d55adee3727aff3,,,,1.0,,,1.0,,,,43.39,2.712875,0.539833832680341,65.0,2016-03-23,M,31000.0,2016,917.0
cd548ef6e88b4b78844ead60c8c628c5,1.0,,,,,,,1.0,1.0,,195.64999999999998,24.45725,0.22967365192946587,64.0,2016-03-26,F,86000.0,2016,914.0
548282598f884537b30d6c2cd3173df6,,,,,,,0.0,0.0,,,7.44,2.481,0.001,75.0,2018-02-01,M,36000.0,2018,237.0
c24f88fc54444d67ad961d2c43244644,,0.0,,,,,,,,,69.32,23.107666666666667,0.001,75.0,2018-02-05,F,99000.0,2018,233.0
7b9d17a806b840ea9ca60c4fc83d9a9f,,,,,,1.0,,,,1.0,256.08,21.341,0.2803658231802562,58.0,2017-10-29,F,81000.0,2017,332.0
5d12c9d4e787401f97e1d41b2f154705,0.0,0.0,,,,,,,,,13.05,2.176,0.001,25.0,2017-08-11,M,50000.0,2017,411.0
0a00603b2632477983033b51a5a05a73,,0.0,,,,,,0.0,,0.0,9.780000000000001,1.957,0.001,19.0,2017-09-02,M,46000.0,2017,389.0
a624d0260f8d4390adde915a961c9e1d,,,,,,0.0,1.0,,0.0,,26.069999999999997,3.7252857142857136,0.5000410433448408,26.0,2018-05-24,F,69000.0,2018,125.0
bc0adc37f9ed446ea17b6dd30e1e88d7,,1.0,,,,,,,,,258.58000000000004,19.891769230769235,0.06902536932477375,58.0,2016-05-25,M,75000.0,2016,854.0
d88cdfa2c2784945a1716ea39c03e6ae,,,,1.0,,,,,,1.0,112.84,16.121000000000002,0.39819957461892946,69.0,2014-12-08,F,67000.0,2014,1388.0
65daaf0f413744789903a355d6370b9d,,,,,,,,,,,71.02000000000001,23.674333333333337,0.001,58.0,2018-01-02,M,93000.0,2018,267.0
422a5be8f91e4a65854b715254db72e4,0.0,,,,,,,,,,22.24,3.178142857142857,0.001,48.0,2016-02-06,M,52000.0,2016,963.0
5431d49609b44ecf95a5a406fac90544,,,,,,0.0,0.0,,,,15.870000000000001,3.1750000000000003,0.001,26.0,2018-02-10,F,55000.0,2018,228.0
90f8ee85ce1c47d5a4d9a28e7545b356,,1.0,,1.0,,,,,1.0,,160.44,14.586454545454545,0.20799326851159314,35.0,2017-02-24,F,58000.0,2017,579.0
08e9830fef754fc7aa560823d6127259,,,1.0,,,,,,1.0,1.0,47.209999999999994,2.7780588235294115,0.4903031137470875,63.0,2015-05-30,M,46000.0,2015,1215.0
aad657e5b55b4332a3a12a99034dbb0c,,,,,,1.0,,,1.0,,984.69,57.92394117647059,0.6823413358518924,24.0,2017-04-17,F,75000.0,2017,527.0
4cc297817a5c412bbb5dfa98c4afd210,,0.0,,,,1.0,,,,0.0,50.64999999999999,3.8971538461538455,0.16407996051332682,48.0,2017-11-16,F,71000.0,2017,314.0
cf5e1f22460c47868c548fc4ffc6dfec,,,,,,1.0,1.0,,1.0,,196.12,19.613000000000003,0.31453253110340607,55.0,2016-06-07,M,79000.0,2016,841.0
98b81a8ffdd14bb986d80673491171a7,1.0,,,,,,,1.0,1.0,,136.75000000000003,11.396833333333335,0.21145703839122482,58.0,2016-06-01,M,44000.0,2016,847.0
800a7b1aa057418f9d8e35bbc50a7880,0.0,,,,,0.0,,1.0,,,13.26,2.653,0.001,75.0,2017-11-21,F,75000.0,2017,309.0
b4baed7ad2e94c94a69520179ef8eee9,,1.0,,,,1.0,,1.0,1.0,,176.01,22.00225,0.40126134878700076,55.0,2015-10-30,F,89000.0,2015,1062.0
ccb8f7c05e7745758f0dddff7c7d2ca7,1.0,,1.0,1.0,1.0,1.0,,,,,78.38000000000001,11.198142857142859,0.7384330186272007,84.0,2017-03-07,M,53000.0,2017,568.0
2234fe1f1b6549f69b40bab5152238f7,1.0,,,,,1.0,,,,0.0,272.89,30.32211111111111,0.17202129062992416,79.0,2017-01-22,F,102000.0,2017,612.0
6118ca1b782a4df0a852406b194219b2,,1.0,,,,,1.0,,,,275.36000000000007,22.947666666666674,0.1986685066821615,66.0,2016-12-12,M,96000.0,2016,653.0
932901765c30419a932442a4248f239c,,1.0,,1.0,,,,,1.0,,156.56,14.233727272727272,0.30235411343893714,67.0,2017-12-09,F,61000.0,2017,291.0
aeea18cf2e8d455c98453c546292a9f6,,,,,,,1.0,,,,162.47,23.211000000000002,0.25753966886194374,69.0,2016-06-10,F,73000.0,2016,838.0
2d4ca96dc1584507a5187a054d781623,,,,,,,,,,,122.89,17.556714285714285,0.001,66.0,2015-12-12,M,62000.0,2015,1019.0
0ce0ba52448e482590a6ddd885050b3d,,,,1.0,,,1.0,,,,150.63,30.127,0.46153243045874,72.0,2016-03-11,F,116000.0,2016,929.0
f97254f804b149e68d6c4b3da75e060f,1.0,,,,,,,,,1.0,69.07,13.814999999999998,0.5436379035760822,69.0,2017-09-28,F,53000.0,2017,363.0
bcf49b598f7d48c7a75ecc50ebcbd700,1.0,1.0,,,,,,1.0,,,183.66,10.204333333333333,0.37712980507459437,60.0,2017-12-14,M,41000.0,2017,286.0
406b1422299944039e05c12a48dba84a,,,1.0,,1.0,,1.0,,1.0,,714.47,59.540166666666664,0.7620396517698433,84.0,2017-10-07,M,72000.0,2017,354.0
6e87b7b5b49b4f6b91e50e7141cd5a21,,0.5,0.0,,,,,,0.0,,77.58,15.517,0.2664034544985821,53.0,2017-11-16,F,68000.0,2017,314.0
ba5f7f6c45414d00a87a042b9caf3af0,,,,,,,1.0,,,,57.63,28.816000000000003,0.48581693562380707,81.0,2015-11-09,F,111000.0,2015,1052.0
a2d2404774b645379a29ec10433ca73a,,,1.0,,,1.0,1.0,,,,97.17999999999999,13.883857142857142,0.46971784317760856,53.0,2014-12-17,M,62000.0,2014,1379.0
b5b272ac33774022bccf6dd9d28f0425,0.0,0.0,,,,1.0,,,,,26.04,3.7209999999999996,0.2828740399385561,64.0,2017-12-07,M,56000.0,2017,293.0
83d25e2f43e1468eae4fc9111b61a9df,,,,0.0,,,,,,0.0,35.99,35.991,0.001,70.0,2018-03-04,M,52000.0,2018,206.0
ab9b519a8d0f419fbba7915f086bc2dd,,1.0,,,,,,,,,188.85999999999999,17.17009090909091,0.09201980302869853,52.0,2015-12-26,F,60000.0,2015,1005.0
5549b705af144f9aa6ff76a1515fc908,,,,,,,0.0,,1.0,,26.919999999999998,3.3659999999999997,0.2539717682020803,18.0,2018-04-21,M,46000.0,2018,158.0
424fa072fc4347a38a85285591e5821a,,,,1.0,,,,1.0,,,37.91,2.917153846153846,0.25818807702453184,54.0,2017-02-27,F,37000.0,2017,576.0
ab305aaca596410897039012bef166a6,,,,,1.0,1.0,,,0.0,,152.62,10.90242857142857,0.2729171799239942,56.0,2015-10-10,F,40000.0,2015,1082.0
77a05cdcda3e431eba0cbf280450ff17,,,,,,,1.0,,,,207.78,20.779,0.10490797959380113,68.0,2017-02-08,F,88000.0,2017,595.0
f7058c1fbbed48689edd0440b4dd7ae5,,,,,,1.0,0.0,,0.0,,24.339999999999996,2.705444444444444,0.3473434675431389,30.0,2018-06-21,M,55000.0,2018,97.0
4b026d0cd4584db1ac8dca47598aa196,0.0,,,0.0,,,,,0.0,,19.13,2.7338571428571425,0.001,59.0,2017-10-21,M,32000.0,2017,340.0
454f568904744e3b9ac0d3049c07da0e,,,1.0,,,0.5,,,1.0,,83.92,6.9943333333333335,0.3191601525262154,50.0,2018-03-08,M,33000.0,2018,202.0
ecd3afe895454a42867d70f0f4be7015,,,,,,,,1.0,1.0,,29.950000000000003,2.723727272727273,0.24874624373956591,30.0,2013-10-13,M,41000.0,2013,1809.0
862c3631c8ab452791168d54be0a8823,0.0,,1.0,,,,0.0,,1.0,,90.78,9.078999999999999,0.05883212161269002,76.0,2018-05-13,M,43000.0,2018,136.0
88a5c73f15144c5fae93006b818adb79,0.0,,,,,0.0,0.0,,,,9.9,2.476,0.001,34.0,2018-04-11,M,39000.0,2018,168.0
3c3f422206914e7dbc91af612257a376,,,,,,1.0,,1.0,,,151.8,25.301000000000002,0.14243610013175229,74.0,2016-10-05,M,75000.0,2016,721.0
3c1e9922033e41189c6beb76c6e3edc0,,,,,1.0,1.0,,,1.0,,227.23999999999995,16.23242857142857,0.328099102270727,56.0,2016-04-02,M,77000.0,2016,907.0
aaa2642abc654a0c89d19fde82229dce,,0.0,0.0,1.0,,,,0.0,,,114.23,16.31957142857143,0.33191131926814316,87.0,2016-02-10,F,58000.0,2016,959.0
e050b676dc2f4753b6162a863f08abd9,,0.0,,,,,0.0,0.0,,,13.21,4.404333333333334,0.001,80.0,2018-01-13,M,60000.0,2018,256.0
31d1e732e37a4cd78cb405f8cb85a314,,0.0,,,,1.0,,1.0,1.0,,63.96000000000001,4.56957142857143,0.4949024390243902,64.0,2016-03-20,M,53000.0,2016,920.0
afafc7537e2742afbeeb8f16793e8c99,,,,,,,1.0,,1.0,,178.16,9.898777777777777,0.09945083071396497,22.0,2018-01-03,M,66000.0,2018,266.0
2eab0e7827794dba9634144fb7722379,,,,,,0.0,,1.0,,1.0,87.38,29.127666666666666,0.37076424811169606,49.0,2018-01-14,F,102000.0,2018,255.0
e0653781c9954236b42c0c7e264aa7b8,,,,,,0.0,0.0,,0.0,,4.8,1.2009999999999998,0.001,66.0,2018-04-29,M,35000.0,2018,150.0
